service_id,exception_type,date
835,1,20251010
835,1,20251011
836,1,20251003
837,1,20250916
837,1,20250928
838,1,20250915
838,2,20250920
838,2,20250921
838,2,20251001
838,2,20251003
839,1,20251003
84,1,20250920
842,1,20250926
844,1,20250916
844,1,20250917
844,1,20250918
847,1,20251004
848,1,20251010
849,1,20250916
852,1,20250927
852,1,20251011
852,2,20250921
852,2,20250929
852,2,20250930
852,2,20251001
852,2,20251002
852,2,20251003
852,2,20251005
857,2,20251011
857,2,20251012
86,2,20250917
86,2,20251003
862,1,20250926
863,1,20250914
866,1,20251002
866,1,20251006
866,1,20251007
867,1,20250919
867,2,20250922
867,2,20250923
867,2,20250924
867,2,20250925
868,1,20250915
868,1,20250916
868,1,20250920
868,1,20251013
868,1,20251014
87,2,20251003
870,1,20250914
870,1,20250915
870,1,20250922
870,1,20250923
870,1,20250924
870,1,20250925
870,1,20250926
870,1,20251004
871,2,20250920
871,2,20250922
871,2,20250923
871,2,20250924
871,2,20250925
877,1,20251012
880,1,20250919
880,1,20250920
880,1,20250925
883,2,20251003
883,2,20251006
883,2,20251007
884,2,20250925
884,2,20251003
884,2,20251004
884,2,20251005
885,2,20251003
889,1,20251002
89,2,20251003
890,1,20251002
891,1,20251005
891,1,20251006
891,1,20251013
891,1,20251014
891,2,20250927
891,2,20250928
891,2,20251003
892,2,20250920
892,2,20250921
893,1,20251002
893,2,20251003
894,1,20250915
895,2,20250922
895,2,20250923
895,2,20250924
895,2,20251002
896,1,20250922
897,1,20250920
897,1,20251004
899,1,20250927
899,1,20250928
899,1,20251011
899,1,20251012
899,2,20250929
899,2,20250930
899,2,20251001
899,2,20251002
899,2,20251003
9,1,20251003
9,2,20251004
9,2,20251005
900,1,20250924
900,1,20250927
900,1,20250928
900,1,20251002
900,1,20251006
900,1,20251007
900,1,20251012
901,2,20250927
901,2,20250928
903,2,20250922
904,1,20250915
904,1,20250917
904,1,20250924
904,2,20250930
904,2,20251002
904,2,20251003
905,2,20251003
905,2,20251004
906,1,20250926
906,1,20250927
906,1,20250928
908,2,20250926
908,2,20250929
908,2,20250930
91,2,20251003
913,1,20250920
913,2,20251005
917,1,20250916
917,1,20250928
917,1,20250929
918,1,20251012
92,2,20250921
921,2,20250916
921,2,20250918
921,2,20251003
923,1,20251009
924,2,20251005
928,1,20251013
929,1,20251013
929,1,20251014
930,2,20250924
930,2,20250925
930,2,20251012
931,1,20250921
933,1,20250919
933,1,20251010
935,2,20251003
936,1,20250914
937,1,20251010
938,2,20250927
938,2,20250928
939,2,20251003
94,1,20250915
94,1,20250916
94,1,20250917
94,1,20250926
94,1,20250927
94,1,20250928
94,1,20251010
94,1,20251011
940,2,20250927
941,1,20250917
941,1,20251001
941,1,20251006
941,1,20251013
941,2,20250923
941,2,20250925
941,2,20251010
942,1,20250927
942,1,20250928
942,1,20251001
942,1,20251002
942,1,20251006
942,1,20251007
942,1,20251008
942,1,20251009
942,1,20251010
942,1,20251011
943,2,20250921
943,2,20251003
943,2,20251006
943,2,20251007
944,1,20250914
944,1,20250919
944,1,20250920
944,1,20250921
944,1,20250926
944,1,20250927
945,2,20250926
946,2,20250924
947,1,20250924
947,1,20251009
949,1,20251010
95,1,20250927
95,1,20250928
95,1,20251004
95,1,20251005
950,1,20251010
951,2,20250930
952,2,20251003
952,2,20251004
952,2,20251005
953,1,20250928
954,1,20250928
956,1,20251002
957,1,20251001
957,1,20251011
957,2,20250928
957,2,20251003
958,1,20251004
958,1,20251005
959,1,20251004
959,1,20251005
959,1,20251011
959,1,20251012
96,2,20251003
960,1,20251007
961,1,20250926
961,1,20251002
961,1,20251005
962,1,20250922
963,1,20250914
964,1,20251011
965,1,20250927
965,1,20251011
965,2,20250921
965,2,20251003
965,2,20251005
966,1,20250914
966,1,20251012
967,1,20251004
968,1,20251005
968,2,20250927
97,1,20251005
97,1,20251006
97,1,20251008
97,2,20250927
97,2,20251003
971,1,20250914
973,1,20250926
973,1,20251013
973,1,20251014
973,2,20251004
976,1,20250926
976,1,20251004
976,1,20251005
977,1,20250927
978,2,20251004
98,1,20250915
98,1,20250916
98,1,20250917
98,1,20250918
98,1,20250926
98,1,20250928
981,1,20251005
981,2,20251003
982,2,20250922
982,2,20250923
982,2,20250924
982,2,20250925
982,2,20250926
984,1,20251008
986,1,20251010
986,2,20251006
987,1,20250917
987,1,20250918
988,1,20250925
99,2,20250922
99,2,20250923
99,2,20250924
99,2,20250925
99,2,20251003
990,2,20251003
991,2,20251002
992,1,20250927
992,1,20250929
992,1,20251011
992,1,20251013
992,2,20250921
992,2,20251007
993,1,20250916
993,1,20250917
993,1,20250918
993,1,20250919
995,1,20250917
995,1,20250918
995,1,20250919
995,1,20250930
995,1,20251011
995,1,20251012
995,1,20251014
996,1,20250925
997,1,20250928
997,1,20251012
997,2,20251003
998,2,20251003
998,2,20251009
